0.000000000000000000e+00 -1.616003907319806809e-01 -1.150320628011195917e-01 -2.621840910620655898e-02 -2.107749142313848981e-02 -1.551829311703059253e-02 -2.641868870488345809e-03 -4.898362867798611471e-03 -3.218467356888840992e-03 7.604242630735665075e-04
1.000000000000000056e-01 1.110461037938549750e-01 3.679318237783073958e-02 1.078123603082808447e-02 3.819974373730973538e-03 -2.686512886545059861e-03 6.258954285122096672e-04 -7.859322642750549148e-03 -8.824695674452284408e-03 -8.610652983324874540e-03
2.000000000000000111e-01 9.334600597877867195e-03 -2.922137444106950865e-02 -6.886084597119888906e-02 -1.784566926581777208e-02 -2.135999019951497283e-02 -2.606144630488214237e-02 -1.672709704182317320e-02 -1.752870308441014519e-02 -1.608668852218621964e-02
3.000000000000000444e-01 -4.993009968836085652e-03 1.645744555277950383e-02 -2.394024185239542954e-02 -6.060746483131167553e-03 -1.879311742778147498e-02 -1.887898628348479158e-02 -1.724614463734674974e-02 -2.038971344519977663e-02 -1.921473217761521246e-02
4.000000000000000222e-01 8.505120852569651724e-02 5.466185247262171643e-02 -1.885518796830827973e-02 -1.588880907492961139e-02 -2.617742810291419711e-02 -2.885810892966904698e-02 -1.960487410916094200e-02 -1.963326380775709881e-02 -2.264471552751484013e-02
5.000000000000000000e-01 -1.140608365347860753e-01 7.198309447621738244e-02 1.343081914729231385e-02 -5.136119148127379908e-02 -3.246761639814670780e-03 -1.920878568115318152e-02 -1.800484393709600797e-02 -1.882614316119089748e-02 -2.030269631394192656e-02
6.000000000000000888e-01 -2.502630164056771633e-01 -5.585965362629714132e-02 -7.591779100802495406e-02 -1.336455277135411082e-02 -8.133016945199319711e-03 -8.597580800236407153e-03 -1.828741100218629623e-02 -1.744127424597474024e-02 -1.885907588125778148e-02
7.000000000000000666e-01 5.738430100409017132e-03 -4.544777309510592694e-02 -4.005445342282320381e-02 -1.204978230621036282e-02 -8.987428732491812428e-03 -7.411411198596572041e-03 -1.793367391660681889e-02 -1.307614204656198931e-02 -1.294814533856559688e-02
8.000000000000000444e-01 -2.885834078705714484e-02 2.214108409829086688e-02 3.233844218098730350e-02 -3.152974556403425298e-03 -1.253829102246919146e-02 -1.038282341380402686e-02 -1.351592367046105733e-03 -5.367329924280577098e-03 -4.523931368975121423e-03
9.000000000000000222e-01 -1.080260414173195016e-01 -1.197227853722112045e-01 3.382636816936451796e-02 3.058135302572387651e-02 -6.207758446336588201e-03 2.164825073399353431e-03 3.730731443431552045e-03 6.323997171514806302e-03 4.343284032715116413e-03
1.000000000000000000e+00 -1.074214241627999278e-03 6.087594601600828173e-03 -3.550257240622009536e-03 1.020474718270622874e-02 2.295679414952533220e-02 5.862636010450035864e-03 1.425553266098497987e-02 1.708695677009158462e-02 1.444151211368800702e-02
1.100000000000000089e+00 3.825354540478748122e-03 3.674414522452767312e-02 6.343820954544031332e-02 1.798245242593511650e-03 3.614854287541299782e-02 3.000212059313035057e-02 3.244238390032461172e-02 2.796216682439851137e-02 2.749216933771912730e-02
1.200000000000000178e+00 2.167644765321856959e-01 1.042103869958233425e-01 9.438236547681613797e-02 2.948405090503467690e-02 3.447131236731765941e-02 4.754949316559297506e-02 3.717922233394883869e-02 4.367462412484377637e-02 4.206627587781860272e-02
1.300000000000000044e+00 -1.293496714579660256e-02 1.348126010394098961e-02 7.356811328210165202e-02 4.319886875981954200e-02 6.197534480989909389e-02 5.590555553316984422e-02 5.811195556666509665e-02 5.495886923462704743e-02 5.640790690202068802e-02
1.400000000000000133e+00 -5.931980688577948024e-02 2.091314790312279875e-02 4.790419439081476660e-02 6.715492496866555527e-02 5.944925933826641917e-02 7.699723171090884499e-02 7.058066860804200482e-02 7.144462819511350482e-02 6.935381526769975047e-02
1.500000000000000000e+00 2.219382128278801769e-02 6.721214421244153803e-02 1.027500515049163954e-01 1.177003328980794628e-01 8.916080188776870363e-02 8.406841892998166699e-02 8.313630759218915145e-02 8.614927735014497878e-02 8.723196483268789991e-02
1.600000000000000089e+00 1.962093545850427390e-01 1.418171395910363397e-01 1.214974398733460886e-01 1.044445421716344718e-01 1.024668570649987231e-01 1.067378352194934682e-01 1.021302910921813717e-01 1.018375603194621032e-01 1.005220753993028987e-01
1.700000000000000178e+00 1.618963803867078388e-01 6.243965612908865259e-02 1.871083089452660886e-01 1.269707510547549711e-01 1.097435452829191721e-01 1.242772500406415376e-01 1.196655965102980251e-01 1.151160095014455570e-01 1.163595644536249279e-01
1.800000000000000044e+00 3.730124245647226111e-02 2.256893916639821085e-02 1.411561916293786190e-01 1.280507302563932970e-01 1.199363546174315454e-01 1.245823533429933766e-01 1.343175668688183777e-01 1.318782181586331259e-01 1.323486833753590441e-01
1.900000000000000133e+00 2.522802660877968006e-01 1.931758518059121243e-01 1.478219892020834203e-01 1.385100993891271171e-01 1.317506970624199025e-01 1.380410556501556751e-01 1.469136466940914043e-01 1.485222625005471475e-01 1.468746359234458787e-01
2.000000000000000000e+00 7.360652501245351642e-02 2.476146514633998930e-01 1.365856365058961686e-01 1.409730093284665975e-01 1.497082695933019958e-01 1.640775069422541477e-01 1.634019640256917372e-01 1.586273017289107634e-01 1.619570330202615427e-01
2.100000000000000089e+00 2.813204294561376662e-01 2.334878499994585133e-01 1.109453455234289954e-01 1.621020314950393781e-01 1.947812959667765964e-01 1.730043931349724284e-01 1.703842165942165421e-01 1.735602780129232026e-01 1.741207794005808496e-01
2.200000000000000178e+00 2.741848613678876112e-01 1.373014036953124350e-01 1.654208884655895551e-01 1.791222923842219761e-01 1.915302840803859430e-01 1.877160966697797584e-01 1.845939797547404004e-01 1.847557375290816706e-01 1.848196431093219738e-01
2.300000000000000266e+00 3.576617505329637847e-01 1.725349581865333326e-01 1.760943303702035556e-01 1.815887769613951097e-01 1.737753124752760558e-01 2.058617639271227151e-01 1.917384908761176343e-01 1.928598902517673352e-01 1.930284213957181860e-01
2.400000000000000355e+00 2.328195402794967228e-01 1.880194469148688818e-01 2.187482546992507992e-01 1.885076807656864972e-01 1.916759033320216410e-01 1.961283155957300739e-01 1.984294165576012403e-01 2.005303420040807361e-01 2.029262972836143597e-01
2.500000000000000000e+00 1.499918385054793135e-01 1.566666526572805529e-01 2.085854052999467911e-01 2.245456967768225953e-01 2.192005745961317364e-01 2.066513067290884631e-01 2.116291516605121048e-01 2.082404691541069053e-01 2.072683249502002278e-01
2.600000000000000089e+00 2.323300656457386593e-01 2.477516021457412676e-01 2.255495291302289929e-01 2.337034147354198621e-01 2.022023909147639964e-01 2.072371253895833321e-01 2.094043956226186720e-01 2.117548171020727510e-01 2.101572589183332285e-01
2.700000000000000178e+00 2.379454840977036634e-01 2.352853927173893522e-01 2.168366738660975346e-01 2.021098121016654536e-01 2.165780549297708080e-01 2.034708275762825147e-01 2.162090227152640431e-01 2.088714153608456081e-01 2.095982668285779060e-01
2.800000000000000266e+00 1.991893769507535883e-01 1.717511324955767749e-01 2.091648549024434089e-01 2.012875012068453817e-01 2.153207207871718487e-01 1.983028521763834096e-01 2.083246436742737517e-01 2.094824236460412770e-01 2.069204226996568530e-01
2.900000000000000355e+00 2.215552343743868446e-01 1.459963849479350151e-01 2.329775949240966149e-01 2.038243973980552737e-01 2.013258159617306864e-01 1.997365724130350795e-01 2.059799868651368271e-01 2.021302506419148104e-01 2.019565560950685457e-01
3.000000000000000000e+00 2.988399960319316206e-01 1.923794019021099200e-01 2.305740512553501875e-01 2.140617334235143665e-01 2.138133262717766547e-01 1.950701542400593569e-01 1.976933705459239798e-01 1.953759169176202404e-01 1.976341299074338975e-01
3.100000000000000089e+00 2.817975741627683495e-01 9.783631138317078202e-02 1.903154492471917647e-01 1.912742363869233408e-01 1.882587565562792165e-01 1.799741043812278507e-01 1.878168822136006000e-01 1.856682292142209645e-01 1.854357298223795469e-01
3.200000000000000178e+00 2.356774450428290035e-01 1.455002768783842659e-01 1.572534289546719533e-01 2.126733209051687168e-01 1.733510974557840034e-01 1.623742544922786024e-01 1.748712376268853341e-01 1.721930562123248076e-01 1.709933933439440057e-01
3.300000000000000266e+00 -3.900863002565158055e-02 1.002754179774164173e-01 2.193373334223664983e-01 1.492665007600603444e-01 1.548245822494328239e-01 1.574855098856729751e-01 1.563613903530882976e-01 1.572790035309879209e-01 1.533960167623808768e-01
3.400000000000000355e+00 1.455207381575754910e-01 7.688491383699908033e-02 1.576574725330177340e-01 1.622484227423374170e-01 1.432213395986665083e-01 1.360358042039077342e-01 1.339301802441812406e-01 1.356946126478856818e-01 1.362148340416159398e-01
3.500000000000000000e+00 3.232596938986102009e-01 1.224184819568274740e-02 1.468446923127676440e-01 1.395129914069085375e-01 1.088712626401991401e-01 1.104219708256309190e-01 1.155532640139064621e-01 1.166475600854670891e-01 1.149639742142291032e-01
3.600000000000000089e+00 1.955022162137206587e-01 3.729933936950995815e-02 1.049351834738647682e-01 8.881802497739423041e-02 8.051806838314888581e-02 8.432173335576870210e-02 8.697247033460579757e-02 9.026795354366307089e-02 9.031747674165825635e-02
3.700000000000000178e+00 5.029058335196413820e-02 9.410489033376795431e-02 6.848522631081470358e-02 6.611179636676638161e-02 6.416604054938923607e-02 6.150869403429597843e-02 6.237682128612659360e-02 6.053504702256097547e-02 6.193718611684814745e-02
3.800000000000000266e+00 1.155770554201351330e-01 1.040135177400519362e-01 3.535424430745216090e-03 6.119011784764262496e-02 3.573888709691205173e-02 3.364174995923704947e-02 2.834547082433723150e-02 3.053050179941747475e-02 3.112506737820306194e-02
3.900000000000000355e+00 -1.706741048591309609e-02 2.068911656914865921e-03 -1.846433756965708273e-02 -1.613619140932223348e-02 -1.605544497896767633e-02 -1.871627880741228486e-03 -2.777092376005289506e-03 -6.010005108003601410e-03 -1.948826898390141650e-03
4.000000000000000000e+00 2.412414841908003260e-03 -1.115510290528537313e-01 -2.313509151807099581e-02 -4.994884772796102934e-02 -4.711133138857170194e-02 -3.130479760426067154e-02 -3.893135383018501289e-02 -3.806991612965074379e-02 -3.570456508403926227e-02
4.100000000000000533e+00 -1.477412925009148892e-01 -1.018450255068080457e-02 -5.459875186879083186e-02 -6.500237220652617387e-02 -8.844480438410745604e-02 -8.620096731864670958e-02 -7.386405923149480524e-02 -7.415261389252722490e-02 -7.320356077696554831e-02
4.200000000000000178e+00 5.480860779014218309e-02 -5.843035576979480755e-02 -1.257933297034074804e-01 -8.570381732786162832e-02 -1.117040721342952708e-01 -1.210471585408723766e-01 -1.164976669194906500e-01 -1.153535300457571022e-01 -1.148155208407542066e-01
4.299999999999999822e+00 -2.123002066822683442e-01 -1.076683406479898852e-01 -9.551436897443804641e-02 -1.619089641614936403e-01 -1.575950882004255038e-01 -1.651642492385484440e-01 -1.580461109606815240e-01 -1.543487085884018839e-01 -1.561856597401513336e-01
4.400000000000000355e+00 -1.663300090942664844e-01 -1.110057480746282771e-01 -2.121366278592264898e-01 -1.978903948357938480e-01 -1.848221999941091487e-01 -1.923984147672701261e-01 -2.036838027504828397e-01 -1.979051556086098562e-01 -1.991108831424056314e-01
4.500000000000000000e+00 -3.079592901205006061e-01 -2.380424843064382345e-01 -2.122670707901991305e-01 -2.277381366149937580e-01 -2.460700621170135438e-01 -2.358651353259315075e-01 -2.409569109687389188e-01 -2.423781148062127133e-01 -2.448036551468467381e-01
4.600000000000000533e+00 -2.711795602150419704e-01 -2.624229730740748612e-01 -2.921967200868594849e-01 -2.871039063270373060e-01 -2.951238624680751488e-01 -2.819527313664145773e-01 -2.905712131523356390e-01 -2.860757068629499744e-01 -2.890334717296114131e-01
4.700000000000000178e+00 -4.052907454988065039e-01 -2.902290108014279335e-01 -3.124349328960055461e-01 -3.304694132963266751e-01 -3.307448756800702161e-01 -3.335638475505204870e-01 -3.418183599629228131e-01 -3.378641314882561697e-01 -3.346766858475476170e-01
4.800000000000000711e+00 -4.701019880009925656e-01 -3.445782783811119354e-01 -3.281581163730133421e-01 -3.810087222101922189e-01 -3.840887667844201103e-01 -3.886917662160359055e-01 -3.818787704105891523e-01 -3.782309135352916463e-01 -3.837018482206369097e-01
4.900000000000000355e+00 -5.276833449550981658e-01 -4.383662836545604291e-01 -4.762081150134477303e-01 -4.285154940433769655e-01 -4.496330553315661671e-01 -4.327323966911336139e-01 -4.312002930171686121e-01 -4.307135247371676745e-01 -4.296053122124308676e-01
5.000000000000000000e+00 -3.849032431146517941e-01 -4.147580663057043870e-01 -4.591700742315868444e-01 -4.715929396684042096e-01 -4.822724008399899565e-01 -4.746917535802788746e-01 -4.752330985377319905e-01 -4.760698864723317825e-01 -4.762344436948606208e-01
5.100000000000000533e+00 -4.274006231374842812e-01 -4.679797657569851332e-01 -5.468085613244716425e-01 -5.340059765227906929e-01 -5.279021279613114181e-01 -5.233344753083636336e-01 -5.221861350200727170e-01 -5.193005561067692843e-01 -5.240068362924656942e-01
5.200000000000000178e+00 -6.452747539519380071e-01 -6.765216833058365076e-01 -5.649285572939369837e-01 -5.869506138715288035e-01 -5.826385324763249107e-01 -5.589901757983387620e-01 -5.701461968479805131e-01 -5.693857724178527091e-01 -5.678665832111128298e-01
5.300000000000000711e+00 -5.799992711047222693e-01 -6.199612605409700050e-01 -5.990420670847383944e-01 -5.964787684390181477e-01 -6.317538777491074065e-01 -6.100230848881202927e-01 -6.147182218912187190e-01 -6.159620208377131201e-01 -6.136010625298772281e-01
5.400000000000000355e+00 -7.062520642577252428e-01 -7.249484885183787863e-01 -6.859821771564096338e-01 -6.947073898892074384e-01 -6.493113750693073616e-01 -6.575321723369034199e-01 -6.549071702855661092e-01 -6.567613109285437289e-01 -6.573662873182762878e-01
5.500000000000000000e+00 -6.714158510438356098e-01 -6.178143655449491733e-01 -7.114176271103155313e-01 -7.092992722325058841e-01 -7.130509819957241424e-01 -7.044557953505434789e-01 -6.994436306854882046e-01 -7.005212517802735794e-01 -7.017665426528502115e-01
5.600000000000000533e+00 -6.887825842183021852e-01 -7.642474180685997487e-01 -7.620166535289097931e-01 -7.262793375224766423e-01 -7.464983303201114806e-01 -7.326311087393051480e-01 -7.421325424232928514e-01 -7.419527134846759520e-01 -7.416102595611199222e-01
5.700000000000000178e+00 -7.861780496600118129e-01 -7.634230791436366070e-01 -7.583292673686559127e-01 -7.924611060799567896e-01 -7.656949464920698167e-01 -7.824421349308031681e-01 -7.811926392500073701e-01 -7.808225817230518562e-01 -7.801331914498708109e-01
5.800000000000000711e+00 -7.110680909225329804e-01 -9.020406684331129243e-01 -7.819774660967079294e-01 -7.947294115545262549e-01 -8.170755393768007746e-01 -8.181852137006017101e-01 -8.158353369844558722e-01 -8.150764355257170690e-01 -8.159118905323566873e-01
5.900000000000000355e+00 -8.177089528025202059e-01 -9.045291270740698497e-01 -8.382205647300068341e-01 -8.894998130781756052e-01 -8.425891471876018057e-01 -8.506365459398245177e-01 -8.520800309098228720e-01 -8.514173922060264132e-01 -8.540670810381562061e-01
6.000000000000000000e+00 -8.450098032590974695e-01 -8.869639614493316504e-01 -9.255683150024083261e-01 -8.643890614665303840e-01 -8.804826148289786047e-01 -8.803290660367706355e-01 -8.875646963777967802e-01 -8.865023165224366064e-01 -8.849020192129104512e-01
6.100000000000000533e+00 -7.736777427146235286e-01 -9.027387284593689776e-01 -8.955610616049534123e-01 -9.169818115352869059e-01 -9.246362351162125126e-01 -9.157932129791481746e-01 -9.109212506213876237e-01 -9.151976305390927546e-01 -9.155138034006434777e-01
6.200000000000000178e+00 -1.034219575886735631e+00 -9.482698117116470371e-01 -9.366585916197340822e-01 -9.669521707390564824e-01 -9.398052643498023828e-01 -9.334775020368449860e-01 -9.392249201690486826e-01 -9.422468756143387303e-01 -9.423745179370464076e-01
